OBJECTID,TYPE_REG,ID_ETABLISSEMENT,NOM,UNITE_LOCALE,COMPLEMENT_LOCALI,STATUT_REG,IMMAT_DT,TYPE_LOCAL,CODE_NOGA,BRANCHE,ACTIVITE_DETAIL,TAILLE,RAISON_SOC_PARENT,ID_ENTREPRISE,TEL_PRINCIPAL,TEL_SECONDAIRE,FAX,EMAIL,SITE_INTERNET,PHYS_RUE,PHYS_NUMRUE,PHYS_NPA,PHYS_LOCALITE,PHYS_COMMUNE,IDPADR,ADRESSE,NUM_IDE,RAISON_SOCIALE,NATURE_JURID,SIEGE_CANTON,SIEGE_PAYS,SOUS_TYPE,E,N
69608,Entreprise,,CAPITAL Y SA,77965341.0,,En activité,2009-10-29,,663002,Gestion de fonds,,6-9 travailleurs,,1-4XH-32794,41223193660.0,,41223193669.0,,,Rue du Gothard,15,1225,Chêne-Bourg,Chêne-Bourg,101104132721,Rue du Gothard 15,CHE115168525,CAPITAL Y SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2503820.96,1116707.51
69843,Entreprise,,DynaCapital SA,74366358.0,,En activité,1998-08-26,,663002,Gestion de fonds,,1-2 travailleurs,,1-4XH-3444,41228496070.0,,41228496071.0,,http://www.dynacapital.ch,Boulevard des Philosophes,15,1205,Genève,Genève-Cité,930225021763,Boulevard des Philosophes 15,CHE100079195,DynaCapital SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2500137.83,1117013.31
69845,Entreprise,,Safico Genève SA,91432295.0,,En activité,1955-02-25,,649901,Sociétés d'investissement,,,,1-4XH-3293,41228186180.0,,41228186190.0,,,Cours de Rive,7,1204,Genève,Genève,930225024790,Cours de Rive 7,CHE102843955,Safico Genève SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2500781.41,1117541.98
69391,Entreprise,,Atatitla Holding SA,78474519.0,,En activité,2010-12-17,,649901,Sociétés d'investissement,,,,1-4XH-36857,41223497918.0,,41223498291.0,,,Avenue Pierre-ODIER,22B,1224,Chêne-Bougeries,Chêne-Bougeries,930225020633,Avenue Pierre-ODIER 22B,CHE268406445,Atatitla Holding SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2502524.9,1116807.11
69407,Entreprise,,INFOMANIAK GROUP SA,73202539.0,,En activité,2009-05-20,,649901,Sociétés d'investissement,,,,1-4XH-33556,41228203541.0,,41223016769.0,management@infomaniak.ch,,rue Eugène-MARZIANO,25,1227,Les Acacias,Genève-Plainpalais,111212094309,Rue Eugène-MARZIANO 25,CHE114879523,INFOMANIAK GROUP SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2499014.14,1116391.1
69641,Entreprise,,CLEAR EIGHT CAPITAL SA,74431415.0,,En activité,2009-07-02,,649901,Sociétés d'investissement,,6-9 travailleurs,,1-4XH-33106,,,,info@cleareight.com,http://www.cleareight.com,Chemin du Foron,16,1226,Thônex,Thônex,930225011551,Chemin du Foron 16,CHE114945887,CLEAR EIGHT CAPITAL SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2505269.35,1116599.53
69647,Entreprise,,DRA II Company Sàrl,73119577.0,,En activité,2009-04-17,,663002,Gestion de fonds,,,,1-4XH-33585,41229065250.0,,,,,Rue du 31-Décembre,47,1207,Genève,Genève,930325144634,Rue du 31-Décembre 47,CHE114823675,DRA II Company Sàrl,Société à resp. limitée,Genève,Suisse,ENT siège à Genève,2501403.2,1117573.01
69648,Entreprise,,GOURSCAPE SA,73119582.0,,En activité,2009-04-17,,649901,Sociétés d'investissement,,,,1-4XH-33586,,,,,,Rue du Rhône,30,1204,Genève,Genève,930225024521,Rue du Rhône 30,CHE114823681,GOURSCAPE SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2500216.06,1117824.96
69874,Entreprise,,Scala Capital SA,91515208.0,,En activité,2009-07-06,,663002,Gestion de fonds,,1-2 travailleurs,,1-4XH-33331,41223103839.0,,41227353689.0,morris@scalacap.com,,Place du Molard,5,1204,Genève,Genève,930225019069,Place du Molard 5,CHE114951422,Scala Capital SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2500394.16,1117720.92
70094,Entreprise,,NS Partners SA,74422798.0,,En activité,1964-04-24,,663002,Gestion de fonds,,50-99 travailleurs,,1-4XH-3867,41229065250.0,,41229065296.0,,http://www.nspgroup.com,Rue du Mont-Blanc,18,1201,Genève,Genève-Cité,930225019480,Rue du Mont-Blanc 18,CHE107744208,NS Partners SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2500194.97,1118257.73
70095,Entreprise,,CADIX HOLDING SA,77353672.0,,En activité,2010-07-27,,649901,Sociétés d'investissement,,,,1-4XH-38673,,,,,,Chemin du Tourbillon,6,1228,Plan-les-Ouates,Plan-les-Ouates,111116110950,Chemin du Tourbillon 6,CHE115877828,CADIX HOLDING SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2496696.67,1113703.88
69419,Entreprise,,Champel 32 SA,99196874.0,,En activité,2010-05-06,,649901,Sociétés d'investissement,,1-2 travailleurs,,1-4XH-35672,,,,,,Place de Saint-Gervais,1,1201,Genève,Genève,930225025624,Place de Saint-Gervais 1,CHE115661984,Champel 32 SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2499956.91,1117986.58
69173,Entreprise,,HSBC Global Asset Management (Switzerland) AG (HSBC Global Asset Management (Switzerland) SA),92990059.0,,En activité,2010-01-08,,663002,Gestion de fonds,,,,1-4XH-35307,41587055555.0,,,,,Quai des Bergues,9,1201,Genève,Genève,930225002208,Quai des Bergues 9,CHE450700863,HSBC Global Asset Management (Switzerland) AG (HSBC Global Asset Management (Switzerland) SA),Succursale ENT suisse,Zurich,Suisse,ENT avec siège en CH,2500049.55,1117989.69
68187,Entreprise,,M.I.R. HOLDING SA,72461197.0,,En activité,2008-08-07,,649901,Sociétés d'investissement,,,,1-4XH-31112,41223123110.0,,41223123120.0,,,place de Longemalle,1,1204,Genève,Genève-Cité,930225016774,Place de Longemalle 1,CHE114450404,M.I.R. HOLDING SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2500566.34,1117689.92
68446,Entreprise,,Thymar Management SA,72486191.0,,En activité,2008-08-20,,663002,Gestion de fonds,,1-2 travailleurs,,1-4XH-30935,41228394444.0,,,dao@daofe.com,,La Voie-Creuse,16,1202,Genève,Genève-Petit-Saconnex,930225031904,La Voie-Creuse 16,CHE114464725,Thymar Management SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2500030.81,1119549.26
68451,Entreprise,,GESPOP HOLDING SA,72388144.0,,En activité,2008-07-04,,649901,Sociétés d'investissement,,,,1-4XH-30946,41228393060.0,,41228393070.0,,,Rue Albert-GOS,3,1206,Genève,Genève,930225012975,Rue Albert-GOS 3,CHE114402486,GESPOP HOLDING SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2500987.76,1116079.93
68726,Entreprise,,BCT Bastion Capital & Trust SA,74522748.0,,En activité,2008-09-23,,663002,Gestion de fonds,,3-5 travailleurs,,1-4XH-30589,41227401000.0,,41227417077.0,info@bctbastion.com,http://www.bctbastion.com,Cours des Bastions,5,1205,Genève,Genève,930225001628,Cours des Bastions 5,CHE114511247,BCT Bastion Capital & Trust SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2500391.5,1117099.27
68470,Entreprise,,Gemma Group (Switzerland) SA,74500346.0,,En activité,2007-08-09,,649901,Sociétés d'investissement,,,,1-4XH-28796,,,,,,Route de Chêne,30A,1208,Genève,Genève,40628165944,Route de Chêne 30A,CHE113765696,Gemma Group (Switzerland) SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2501949.95,1117269.98
68476,Entreprise,,UNIVIM SA,65427294.0,,En activité,1998-11-05,,649901,Sociétés d'investissement,,,,1-4XH-3055,,,,,,Place du Rondeau,7,1227,Carouge GE,Carouge,930225025018,Place du Rondeau 7,CHE100294902,UNIVIM SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2499676.29,1115084.5
68485,Entreprise,,Chapka SA,72429324.0,,En activité,2008-07-21,,649901,Sociétés d'investissement,,,,1-4XH-29855,,,,,,Rue Adrien-LACHENAL,20,1207,Genève,Genève,930225015934,Rue Adrien-LACHENAL 20,CHE114427279,Chapka SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2500994.17,1117299.4
68486,Entreprise,,KAMAE SA,72430780.0,,En activité,2008-07-21,,649901,Sociétés d'investissement,,,,1-4XH-29856,,,,,,Rue Adrien-LACHENAL,20,1207,Genève,Genève,930225015934,Rue Adrien-LACHENAL 20,CHE114428356,KAMAE SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2500994.17,1117299.4
68487,Entreprise,,ALTAIRA SERVICES SA,74513591.0,,En activité,2008-07-21,,663002,Gestion de fonds,,1-2 travailleurs,,1-4XH-29857,41227417080.0,,,asma.ali@altaira.com,,Rue Imbert-GALLOIX,7,1205,Genève,Genève-Cité,40715153112,Rue Imbert-GALLOIX 7,CHE114428468,ALTAIRA SERVICES SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2500248.48,1117063.22
68757,Entreprise,,Vandoise SA,45607789.0,,En activité,1960-06-02,,649901,Sociétés d'investissement,,,,1-4XH-3050,41229098900.0,,41229098939.0,,,Place de Saint-Gervais,1,1201,Genève,Genève,930225025624,Place de Saint-Gervais 1,CHE102927664,Vandoise SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2499956.91,1117986.58
69007,Entreprise,,Edelweiss Investment S.Pb SA,82194400.0,,En activité,2010-12-14,,649901,Sociétés d'investissement,,,,1-4XH-36894,,,,,,Rue De-CANDOLLE,34,1205,Genève,Genève,930225004151,Rue De-CANDOLLE 34,CHE116357603,Edelweiss Investment S.Pb SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2500259.02,1116994.42
69012,Entreprise,,"Brevan Howard Investment Products Limited, Saint-Hélier (Jersey), succursale de Genève",79993493.0,,En activité,2010-04-06,,663002,Gestion de fonds,,50-99 travailleurs,,1-4XH-34578,41228840600.0,,,enquiries@brevanhoward.com,http://www.brevanhoward.com,Rue du Rhône,7,1204,Genève,Genève,930225024510,Rue du Rhône 7,CHE115572412,"Brevan Howard Investment Products Limited, Saint-Hélier (Jersey), succursale de Genève",Succursale ENT étr. RC,,Royaume-Uni,ENT avec siège à l'étranger,2500109.31,1117845.56
68238,Entreprise,,Société d'Administration et de Gestion Financière SA Sodages,54422980.0,,En activité,1954-05-12,,649901,Sociétés d'investissement,,,,1-4XH-3171,41228090290.0,,,,,Boulevard des Philosophes,15,1205,Genève,Genève,930225021763,Boulevard des Philosophes 15,CHE100866804,Société d'Administration et de Gestion Financière SA Sodages,Société anonyme,Genève,Suisse,ENT siège à Genève,2500137.83,1117013.31
68241,Entreprise,,VILEBREQUIN INTERNATIONAL Sàrl,75226794.0,,En activité,2009-09-08,,649901,Sociétés d'investissement,,,,1-4XH-31406,41227617575.0,,41227617576.0,,http://www.vilebrequin.com,Chemin du Pré-Fleuri,5,1228,Plan-les-Ouates,Plan-les-Ouates,120417084122,Chemin du Pré-Fleuri 5,CHE115051610,VILEBREQUIN INTERNATIONAL Sàrl,Société à resp. limitée,Genève,Suisse,ENT siège à Genève,2497185.06,1113721.08
68242,Entreprise,,WERSAM SA,73488038.0,,En activité,2009-09-08,,649901,Sociétés d'investissement,,,,1-4XH-31408,41223001210.0,,41223001274.0,,,Avenue Cardinal-MERMILLOD,36,1227,Carouge GE,Carouge,930225004372,Avenue Cardinal-MERMILLOD 36,CHE115051627,WERSAM SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2499982.75,1115743.16
68243,Entreprise,,SOCIETE NOUVELLE DE PLACEMENTS ET D'INVESTISSEMENTS SA,95374487.0,,En activité,1943-12-07,,649901,Sociétés d'investissement,,3-5 travailleurs,,1-4XH-3141,41227020990.0,,41227020999.0,snpigve@gmail.com,,Chemin de la Béraille,4C,1226,Thônex,Thônex,930225032435,Chemin de la Béraille 4C,CHE100074884,SOCIETE NOUVELLE DE PLACEMENTS ET D'INVESTISSEMENTS SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2503582.55,1115677.85
68494,Entreprise,,Roxy SA,72496818.0,,En activité,2008-08-26,,649901,Sociétés d'investissement,,,,1-4XH-29961,41227324987.0,,41227324988.0,,,Avenue BLANC,51,1202,Genève,Genève,930225002445,Avenue BLANC 51,CHE114469970,Roxy SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2500424.71,1119697.53
68495,Entreprise,,La Cassine SA,72612152.0,,En activité,2008-10-10,,649901,Sociétés d'investissement,,,,1-4XH-29963,41223488630.0,,,,,Route de Florissant,4,1206,Genève,Genève,930225011155,Route de Florissant 4,CHE114538559,La Cassine SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2500828.76,1116944.51
68504,Entreprise,,ab associés holding sa,71784509.0,,En activité,2007-12-05,,649901,Sociétés d'investissement,,,,1-4XH-28806,41223498088.0,,41223495122.0,info@absa.ch,http://www.absa.ch,Chemin de la Mousse,80,1226,Thônex,Thônex,161219151043,Chemin de la Mousse 80,CHE113967277,ab associés holding sa,Société anonyme,Genève,Suisse,ENT siège à Genève,2504898.07,1116907.93
68762,Entreprise,,J.R.D. Office SA,95287625.0,,En activité,2008-08-11,,663002,Gestion de fonds,,6-9 travailleurs,,1-4XH-31015,41227370520.0,,,compta@jrdoffice.com,,Avenue de la Grenade,24,1207,Genève,Genève,930225014079,Avenue de la Grenade 24,CHE114453414,J.R.D. Office SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2501437.51,1117893.78
68775,Entreprise,,CASACUBERTA (SUISSE) SA,96546716.0,,En activité,2008-08-26,,649901,Sociétés d'investissement,,Sans travailleur,,1-4XH-29914,41227081080.0,,41227081088.0,,http://www.casacuberta.com,Chemin de Blandonnet,10,1214,Vernier,Vernier,91002112452,Chemin de Blandonnet 10,CHE114470967,CASACUBERTA (SUISSE) SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2496527.19,1119740.39
69098,Entreprise,,"BlueCrest Capital Management Guernsey LP, St Peter Port (Guernsey), succursale de Genève",84573664.0,,En activité,2010-03-29,,663002,Gestion de fonds,,20-49 travailleurs,,1-4XH-34803,41225833300.0,,,thomas.bataille@bluecrestcapital.com,,Rue VALLIN,2,1201,Genève,Genève,930225029710,Rue VALLIN 2,CHE115555885,"BlueCrest Capital Management Guernsey LP, St Peter Port (Guernsey), succursale de Genève",Succursale ENT étr. RC,,Royaume-Uni,ENT avec siège à l'étranger,2499945.73,1118017.83
68509,Entreprise,,PraxisIFM Trustees SA,72389258.0,,En activité,2008-07-04,,663002,Gestion de fonds,,6-9 travailleurs,,1-4XH-30990,41223193150.0,,,switzerland@praxisgroup.com,,Rue de Jargonnant,2,1207,Genève,Genève-Eaux-Vives,930225015386,Rue de Jargonnant 2,CHE114403161,PraxisIFM Trustees SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2501298.32,1117431.76
68787,Entreprise,,MJD SA,73332022.0,,En activité,2009-07-14,,649901,Sociétés d'investissement,,,,1-4XH-30909,,,,,,Rue de la Synagogue,40,1204,Genève,Genève,930225028162,Rue de la Synagogue 40,CHE114963916,MJD SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2499727.77,1117628.72
68794,Entreprise,,Phoenix Finance SA,72441866.0,,En activité,2008-07-25,,663002,Gestion de fonds,,1-2 travailleurs,,1-4XH-29799,41217811396.0,,,info@phoenixfinancesa.com,http://www.phoenixfinancesa.com,Rue du Mont-Blanc,4,1201,Genève,Genève,930225019467,Rue du Mont-Blanc 4,CHE114436350,Phoenix Finance SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2500339.97,1118136.74
68271,Entreprise,,Asyad Aviation Holding SA,73559584.0,,En activité,2009-09-23,,649901,Sociétés d'investissement,,,,1-4XH-32093,41227188000.0,,41227188001.0,,,Rue de Jargonnant,2,1207,Genève,Genève-Eaux-Vives,930225015386,Rue de Jargonnant 2,CHE115092448,Asyad Aviation Holding SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2501298.32,1117431.76
68272,Entreprise,,Blue Harvest SA,75249896.0,,En activité,2009-09-23,,663002,Gestion de fonds,,3-5 travailleurs,,1-4XH-32094,41223106425.0,,,info@blueharvest.ch,http://www.blueharvest.ch,Rue du Port,3,1204,Genève,Genève,930225022939,Rue du Port 3,CHE115092709,Blue Harvest SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2500612.02,1117661.7
68278,Entreprise,,AT.S. TYXE SA,73344101.0,,En activité,2009-07-17,,649901,Sociétés d'investissement,,,,1-4XH-31816,41228094000.0,,41228094001.0,,,route de Saint-Julien,5B,1227,Carouge GE,Carouge,120827134133,Route de Saint-Julien 5B,CHE114970796,AT.S. TYXE SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2499401.99,1114894.23
68279,Entreprise,,AFC Advisory Services SA,95288990.0,,En activité,2009-07-20,,663002,Gestion de fonds,,,,1-4XH-31817,41227894941.0,,41227894938.0,n.connelly@afcadvisory.ch,,Avenue Gaspard-VALLETTE,12,1206,Genève,Genève-Plainpalais,930225029708,Avenue Gaspard-VALLETTE 12,CHE114972714,AFC Advisory Services SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2500980.15,1116725.13
68535,Entreprise,,Kuvera International Ltd,76228520.0,,En activité,2009-01-26,,649901,Sociétés d'investissement,,,,1-4XH-29243,41223211900.0,,,,http://www.kuveraint.com,Quai du Rhône,8,1205,Genève,Genève,930225024555,Quai du Rhône 8,CHE114690049,Kuvera International Ltd,Société anonyme,Genève,Suisse,ENT siège à Genève,2499208.27,1117655.54
69061,Entreprise,,Priban SA,64624569.0,,En activité,1997-01-29,,663002,Gestion de fonds,,6-9 travailleurs,,1-4XH-356,41228798830.0,,41228798833.0,info@priban.ch,http://www.priban.ch,Rue des Granges,5,1204,Genève,Genève,930225013908,Rue des Granges 5,CHE103554330,Priban SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2500149.2,1117514.94
68283,Entreprise,,T ingénierie (Holding) SA,74441303.0,,En activité,1970-12-21,,649901,Sociétés d'investissement,,,,1-4XH-3220,41227160800.0,,41227160899.0,gva@T-ingenierie.com,http://www.t-ingenierie.com,Quai du Seujet,18,1201,Genève,Genève,930225027012,Quai du Seujet 18,CHE107023468,T ingénierie (Holding) SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2499431.13,1117936.28
68541,Entreprise,,Erre Développement SA,72857975.0,,En activité,2009-01-12,,649901,Sociétés d'investissement,,,,1-4XH-29736,41227556222.0,,41227554764.0,,,Route de Sauverny,6,1290,Versoix,Versoix,930225026584,Route de Sauverny 6,CHE114665258,Erre Développement SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2501847.83,1126639.91
68552,Entreprise,,BDSLATOUR SA,74448246.0,,En activité,2008-07-31,,663002,Gestion de fonds,,10-19 travailleurs,,1-4XH-30138,41227363353.0,,,,,Avenue de la Gare-des-Eaux-Vives,28,1208,Genève,Genève-Eaux-Vives,130902164244,Avenue de la Gare-des-Eaux-Vives 28,CHE114442787,BDSLATOUR SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2502041.85,1117569.05
68818,Entreprise,,FGP Capital SA,74540202.0,,En activité,2009-01-19,,663002,Gestion de fonds,,1-2 travailleurs,,1-4XH-29680,41227535353.0,,41227535358.0,info@fgpcapital.com,http://www.fgpcapital.com,Rue des Alpes,7,1201,Genève,Genève-Cité,930225000408,Rue des Alpes 7,CHE114677801,FGP Capital SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2500389.04,1118256.34
69115,Entreprise,,PrimeGate SA,77986116.0,,En activité,2010-03-11,,663002,Gestion de fonds,,1-2 travailleurs,,1-4XH-35817,41227357060.0,,41227357061.0,info@primegatesa.com,http://www.primegatesa.com,Cours de Rive,4,1204,Genève,Genève-Cité,930225024787,Cours de Rive 4,CHE115498595,PrimeGate SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2500738.67,1117502.59
69121,Entreprise,,Primenest SA,76276938.0,,En activité,2019-04-15,,663002,Gestion de fonds,,1-2 travailleurs,,1-4XH-34283,41223107809.0,,41223107806.0,contact@primenest.ch,https://primenest.ch,Rue de la Cité,1,1204,Genève,Genève-Cité,930225006787,Rue de la Cité 1,CHE114857674,Primenest SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2500065.62,1117737.47
68307,Entreprise,,Komyo SA,94413459.0,,En activité,2008-08-15,,649901,Sociétés d'investissement,,,,1-4XH-30919,41223293329.0,,,,,Rue Adrien-LACHENAL,20,1207,Genève,Genève,930225015934,Rue Adrien-LACHENAL 20,CHE114459434,Komyo SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2500994.17,1117299.4
68838,Entreprise,,VALORITIS SA,74402152.0,,En activité,2008-10-08,,649901,Sociétés d'investissement,,1-2 travailleurs,,1-4XH-30723,41797288313.0,,,,,Avenue Alfred-BERTRAND,9,1206,Genève,Genève,930225002297,Avenue Alfred-BERTRAND 9,CHE114535087,VALORITIS SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2500960.91,1116643.67
68841,Entreprise,,Geneva Trust Company (GTC) SA,72632358.0,,En activité,2008-10-16,,663002,Gestion de fonds,,3-5 travailleurs,,1-4XH-30730,41227891200.0,,41223471278.0,,,Rue de l'Athénée,34,1206,Genève,Genève,930225001060,Rue de l'Athénée 34,CHE114547742,Geneva Trust Company (GTC) SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2500803.16,1116770.35
69024,Entreprise,,FINARTIS PROPERTIES SA,91576216.0,,En activité,2010-04-27,,649901,Sociétés d'investissement,,,,1-4XH-35082,41227021515.0,,41227021443.0,aksenenko@finartis.ch,,Route de La-Louvière,60,1243,Presinge,Presinge,930225016829,Route de La-Louvière 60,CHE115631121,FINARTIS PROPERTIES SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2509108.98,1119153.11
68847,Entreprise,,Nerisa Services (Suisse) Sàrl,77257381.0,,En activité,2008-11-27,,649901,Sociétés d'investissement,,,,1-4XH-29607,41228184300.0,,,secretariat@groupnerisa.com,,Rue du Rhône,60,1204,Genève,Genève,930225024533,Rue du Rhône 60,CHE114607999,Nerisa Services (Suisse) Sàrl,Société à resp. limitée,Genève,Suisse,ENT siège à Genève,2500419.86,1117757.91
68587,Entreprise,,Canaccord Genuity Wealth (Suisse) SA,74412868.0,,En activité,2008-06-10,,663002,Gestion de fonds,,,,1-4XH-30559,41227616666.0,,41227616667.0,,http://www.canaccord.com/offshore,Route de Frontenex,41A,1207,Genève,Genève-Eaux-Vives,60116173344,Route de Frontenex 41A,CHE114343234,Canaccord Genuity Wealth (Suisse) SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2501506.29,1117573.44
68867,Entreprise,,AXMA SA,74971498.0,,En activité,2010-06-03,,649901,Sociétés d'investissement,,,,1-4XH-34657,,,,,,Chemin de la Rippaz,19,1253,Vandoeuvres,Vandoeuvres,930225024765,Chemin de la Rippaz 19,CHE115729553,AXMA SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2504422.97,1120400.8
69132,Entreprise,,Pitagora Management SA,87788863.0,,En activité,2006-12-11,,663002,Gestion de fonds,,1-2 travailleurs,,1-4XH-34823,41795640000.0,,,admin@pitagoramanagement.com,http://www.pitagoramanagement.com,Rue François-VERSONNEX,11,1207,Genève,Genève,930225030550,Rue François-VERSONNEX 11,CHE113311993,Pitagora Management SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2500978.44,1117647.01
69138,Entreprise,,Investdialog Sàrl,80371190.0,,En activité,2010-06-22,,649901,Sociétés d'investissement,,,,1-4XH-34496,,,,,http://www.investdialog.com,Rue de Montbrillant,26,1201,Genève,Genève,930225019507,Rue de Montbrillant 26,CHE115773169,Investdialog Sàrl,Société à resp. limitée,Genève,Suisse,ENT siège à Genève,2499887.05,1118710.54
69141,Entreprise,,PEGASUS OIL TRADING SA,96259624.0,,En activité,2010-03-30,,649901,Sociétés d'investissement,,,,1-4XH-34506,41223295255.0,41794191655.0,41223204860.0,treletremble@gmail.com,,Rue Jean-PETITOT,2,1204,Genève,Genève-Cité,930225021694,Rue Jean-PETITOT 2,CHE115559794,PEGASUS OIL TRADING SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2499799.42,1117671.63
68360,Entreprise,,BARTU ASSET MANAGEMENT SARL,74451799.0,,En activité,2009-01-05,,663002,Gestion de fonds,,1-2 travailleurs,,1-4XH-30428,41223491469.0,,41223492628.0,zeynep@bartu.ch,,Chemin du Pré-Moineau,10A,1253,Vandoeuvres,Vandoeuvres,41021162616,Chemin du Pré-Moineau 10A,CHE114653485,BARTU ASSET MANAGEMENT SARL,Société à resp. limitée,Genève,Suisse,ENT siège à Genève,2505191.34,1118634.23
68604,Entreprise,,LANDLORD SUISSE SA,72640778.0,,En activité,2008-10-20,,649901,Sociétés d'investissement,,,,1-4XH-29970,,,,,,Rue François-GRAST,12,1208,Genève,Genève-Eaux-Vives,930225013983,Rue François-GRAST 12,CHE114551873,LANDLORD SUISSE SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2501330.75,1117203.29
69037,Entreprise,,Riva Capital SA,80214310.0,,En activité,2010-05-20,,663002,Gestion de fonds,,6-9 travailleurs,,1-4XH-34904,41582558282.0,,,info@rivacap.com,http://www.rivacap.com,Cours de Rive,11,1204,Genève,Genève-Cité,930225024792,Cours de Rive 11,CHE115695351,Riva Capital SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2500838.8,1117522.04
68371,Entreprise,,BELLE ILE HOLDING SA,72643391.0,,En activité,2008-10-21,,649901,Sociétés d'investissement,,,,1-4XH-30978,41223194210.0,,41223194219.0,,,Chemin de la Scie,4A,1290,Versoix,Versoix,131014141410,Chemin de la Scie 4A,CHE114553429,BELLE ILE HOLDING SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2501984.65,1125673.3
68620,Entreprise,,ROMMA SA,97319850.0,,En activité,1976-12-15,,649901,Sociétés d'investissement,,,,1-4XH-30572,,,,,,Rue des Pavillons,5,1205,Genève,Genève-Plainpalais,30212111902,Rue des Pavillons 5,CHE102439092,ROMMA SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2499674.76,1117000.81
68625,Entreprise,,Joal Holding SA,72470977.0,,En activité,2008-08-13,,649901,Sociétés d'investissement,,,,1-4XH-31040,41227370750.0,,41227363944.0,,,Rue du Parc,3BIS,1207,Genève,Genève,80527091549,Rue du Parc 3BIS,CHE114456393,Joal Holding SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2501025.36,1117474.0
68631,Entreprise,,Groupement pour participations financières en Suisse et à l'étranger SA,45561899.0,,En activité,1955-04-02,,649901,Sociétés d'investissement,,,,1-4XH-2989,41223472121.0,,41223471000.0,,,Rue LE-CORBUSIER,8,1208,Genève,Genève,930225035529,Rue LE-CORBUSIER 8,CHE102883707,Groupement pour participations financières en Suisse et à l'étranger SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2501816.38,1116701.0
68632,Entreprise,,FIDELIS FINANCE Sàrl,72506764.0,,En activité,2008-08-29,,663002,Gestion de fonds,,,,1-4XH-29892,41795355111.0,41223217700.0,41227121845.0,admin@fidelitytrust.ch,,Cours de Rive,11,1204,Genève,Genève,930225024792,Cours de Rive 11,CHE114476645,FIDELIS FINANCE Sàrl,Société à resp. limitée,Genève,Suisse,ENT siège à Genève,2500838.8,1117522.04
68890,Entreprise,,Immofina Holding SA,99192754.0,,En activité,2010-11-25,,649901,Sociétés d'investissement,,1-2 travailleurs,,1-4XH-37287,,,,,,Place de Saint-Gervais,1,1201,Genève,Genève,930225025624,Place de Saint-Gervais 1,CHE116250508,Immofina Holding SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2499956.91,1117986.58
